user_id,Username,anime_id,Anime Title,rating
43367,Kasayu,1535.0,Death Note,9.0
409103,tsuyu0,40417.0,Fruits Basket 2nd Season,7.0
6425,mamaw200,2026.0,Hayate no Gotoku!,9.0
397448,Lonewolf13,14765.0,Ixion Saga DT,6.0
354396,Novexx,1303.0,The Animatrix,7.0
83419,esradile,5525.0,07-Ghost,8.0
34688,HollowHarima,57.0,Beck,9.0
1107773,D_chan,16009.0,Kamisama no Inai Nichiyoubi,5.0
378739,WhySoSerious,10521.0,Working'!!,10.0
23421,queerty,10568.0,Kamisama no Memochou,8.0
443932,KoT-MaTpOcKuH,10119.0,Seitokai Yakuindomo OVA,7.0
26679,psygremlin,35369.0,Seikaisuru Kado: Ninovo,5.0
377264,-Meo-,6046.0,Tales of Vesperia: The First Strike,7.0
387831,FenixDragon43,5525.0,07-Ghost,10.0
70668,himecinda,146.0,Kono Minikuku mo Utsukushii Sekai,9.0
348152,Rivularia,28851.0,Koe no Katachi,8.0
405754,true_fen,8795.0,Panty & Stocking with Garterbelt,8.0
392480,Ehmahixessehihem,5690.0,Nodame Cantabile: Finale,8.0
22541,KeeperoftheKeys,164.0,Mononoke Hime,10.0
340478,kiwiserendipity,34636.0,Ballroom e Youkoso,7.0
962,Crospi,4246.0,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,8.0
292510,M_L_Vids,1339.0,Cool Devices,5.0
463589,Gameofficial,9379.0,Denpa Onna to Seishun Otoko,5.0
896021,ordinarydude,30016.0,Nanbaka,8.0
456306,Tenshi9001,9181.0,Motto To LOVE-Ru,4.0
451599,TunakTun,17265.0,Log Horizon,8.0
298540,Aionrahm,8795.0,Panty & Stocking with Garterbelt,7.0
351632,ziutak,14645.0,Hiiro no Kakera 2,6.0
557645,M1011,4106.0,Trigun: Badlands Rumble,6.0
369282,Looboer,35589.0,Toji no Miko,7.0
303779,SheepLiberator,8769.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai,7.0
33358,cassian_eaves,6746.0,Durarara!!,8.0
40029,Danfer,43690.0,Tenkuu Shinpan,7.0
19885,MysteriousFayth,51064.0,Kuro no Shoukanshi,7.0
18586,0lgerd,6747.0,Dance in the Vampire Bund,5.0
79270,TheNotoriousKAZ,6948.0,Bakemonogatari Recap,10.0
61633,klavier,32.0,Neon Genesis Evangelion: The End of Evangelion,8.0
463802,r0dra42,8407.0,Sora no Otoshimono Forte,7.0
301451,DerokS_,9135.0,Fullmetal Alchemist: The Sacred Star of Milos,10.0
20765,ZioCorvid,25013.0,Akatsuki no Yona,9.0
434947,TyGadzieTy,1965.0,Sola,6.0
24389,mokuzu-,11843.0,Danshi Koukousei no Nichijou,8.0
340342,Kore_wa_Destiny,7591.0,Tono to Issho,9.0
67288,Hoax415,405.0,Blood: The Last Vampire,6.0
73850,sakura_-_16,3627.0,D.C.II S.S.: Da Capo II Second Season,9.0
24650,AzureKnight125,2993.0,Rosario to Vampire,7.0
420335,CarrierAnomaly,891.0,Dragon Ball Movie 2: Majinjou no Nemurihime,8.0
338881,iguanaftw,355.0,Shakugan no Shana,9.0
299641,SpookyDonkey,21437.0,Buddy Complex,6.0
67642,gravedigger,5356.0,Canaan,8.0
1101927,Saber186,14131.0,Girls & Panzer,7.0
3303,VinnietheFist,1378.0,Sengoku Kitan Youtouden Movie,10.0
496837,woozyy,5680.0,K-On!,8.0
1123631,dengo,52955.0,Mahoutsukai no Yome Season 2,10.0
70886,Mehsi,1594.0,Jigoku Shoujo Futakomori,8.0
449324,Syurelia,2904.0,Code Geass: Hangyaku no Lelouch R2,10.0
47892,Pulcher,2025.0,Darker than Black: Kuro no Keiyakusha,9.0
564053,Ziggyrawr,60.0,Chrno Crusade,7.0
63663,Feyth,7817.0,B-gata H-kei,8.0
412149,lvlephisto,34618.0,Blend S,7.0
796101,munchinghippo,36904.0,Aggressive Retsuko (ONA),7.0
17168,thedciple,205.0,Samurai Champloo,9.0
48090,animek,72.0,Full Metal Panic? Fumoffu,10.0
591899,Yourehilarryous,24703.0,High School DxD BorN,8.0
482482,Dropkick56,99.0,Mai-Otome,9.0
78089,naru_naoe,849.0,Suzumiya Haruhi no Yuuutsu,9.0
23319,gigimxul,45.0,Rurouni Kenshin: Meiji Kenkaku Romantan,8.0
71694,k-kwadrat,4182.0,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,10.0
561377,ArashRaleigh,3782.0,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),10.0
480200,Crocus,35788.0,Shokugeki no Souma: San no Sara,7.0
74065,Safirski,560.0,Soukyuu no Fafner: Dead Aggressor - Right of Left,7.0
2324,kirAth-shiAue,1331.0,Dragon Pink,6.0
34230,Time-,1698.0,Nodame Cantabile,9.0
945697,Harima_Ray,4224.0,Toradora!,10.0
1071329,Kandeelei,22547.0,Blade & Soul,7.0
509838,Qaos,11741.0,Fate/Zero 2nd Season,9.0
569917,sakichan3,34383.0,Netsuzou TRap,4.0
58170,abblondie,3011.0,Yotsunoha,10.0
331600,Larpi,6496.0,Cutey Honey Flash: The Movie,7.0
26474,winddancer1975,1554.0,Asatte no Houkou.,5.0
1057899,KonaHaruhi,7724.0,Shiki,10.0
400594,taaksuu,7338.0,Darker than Black: Kuro no Keiyakusha Gaiden,9.0
23018,Dille,3358.0,Kure-nai,8.0
379193,niininii,32438.0,Mayoiga,8.0
18806,peh,150.0,Blood+,4.0
297643,sasukeFAAACE,6347.0,Baka to Test to Shoukanjuu,6.0
510308,Gauliaean,8514.0,Break Blade Movie 2: Ketsubetsu no Michi,8.0
57447,Miraiangel,11013.0,Inu x Boku SS,6.0
116962,dec,32093.0,Tanaka-kun wa Itsumo Kedaruge,8.0
34306,Nyorai,5163.0,Code Geass: Hangyaku no Lelouch R2 Picture Drama,8.0
22848,Goniochromism,792.0,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.0
374573,Rno081,2952.0,Final Fantasy VII: Advent Children Complete,7.0
403608,random_dmitry,6802.0,So Ra No Wo To,6.0
447123,Jalasupi,24151.0,Ao Haru Ride OVA,7.0
1116351,yoshit,2993.0,Rosario to Vampire,5.0
54725,Hakusu,7059.0,Black★Rock Shooter (OVA),9.0
442276,ColorlessKing,32.0,Neon Genesis Evangelion: The End of Evangelion,8.0
522457,enma-fairy,1889.0,Higurashi no Naku Koro ni Kai,9.0
501134,pimpG,666.0,JoJo no Kimyou na Bouken,7.0
343761,reo2040,3783.0,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,10.0
8113,Feo,5279.0,Sekirei: Hajimete no Otsukai,6.0
379411,s043uf,59.0,Chobits,7.0
39986,KidoPL,11741.0,Fate/Zero 2nd Season,9.0
33686,Dark-Zombie,2025.0,Darker than Black: Kuro no Keiyakusha,9.0
36798,AndreiD,29785.0,Jitsu wa Watashi wa,3.0
